amt,is_fraud,trans_date_trans_time,distance,day_of_week,week_of_month
141.68,0,2020-01-29 11:20:54,50.98148060595639,3,5
4.45,0,2020-05-02 17:26:29,103.23352295297218,6,1
237.29,0,2019-06-12 01:15:14,72.40116834625971,3,3
22.53,0,2019-09-19 04:02:09,85.99511230354807,4,3
57.82,0,2019-05-26 03:51:12,67.14066164974751,7,5
7.48,0,2019-11-03 17:57:39,96.00077942472807,7,2
21.71,0,2019-12-01 15:51:27,113.8464183631986,7,1
9.05,0,2019-07-08 19:49:26,65.77524955121707,1,2
5.47,0,2020-06-07 15:56:52,84.34264649452216,7,2
14.37,0,2019-12-03 17:31:17,64.04604279255426,2,1
73.16,0,2019-12-29 17:35:55,69.99802841395747,7,5
11.33,0,2019-01-23 18:00:41,46.14463489282663,3,4
86.03,0,2019-08-20 08:31:33,48.71548950735693,2,4
145.48,0,2019-09-10 11:39:28,106.36913864030876,2,2
34.91,0,2019-02-05 22:46:02,108.44624032156283,2,2
72.0,0,2020-05-31 09:30:45,55.22949154355792,7,6
27.46,0,2020-03-21 17:51:22,78.87949647113103,6,3
30.79,0,2019-01-27 14:37:12,100.40066608521916,7,5
8.8,0,2020-02-08 21:23:30,110.13871656059445,6,2
84.76,0,2019-04-15 05:47:52,129.63172756534817,1,3
32.37,0,2019-06-12 02:56:00,53.73436553519785,3,3
2.77,0,2020-03-15 08:54:26,92.3288166608631,7,3
48.35,0,2019-06-05 05:51:17,94.52450142862888,3,2
41.8,0,2019-06-01 21:32:42,86.6307270272188,6,1
9.31,0,2019-02-24 21:33:06,100.3719882719767,7,5
77.11,0,2019-09-22 08:20:30,40.93205039008539,7,4
127.42,0,2019-02-11 10:47:32,83.432537648365,1,3
57.88,0,2020-02-17 17:14:04,107.50645877158925,1,4
6.19,0,2019-09-15 13:14:00,131.6073606211183,7,3
9.09,0,2019-03-01 13:25:34,46.44551507408397,5,1
97.62,0,2019-08-24 02:40:38,102.02214785894941,6,4
31.9,0,2019-05-09 15:26:31,58.944981333280374,4,2
147.02,0,2019-10-15 23:22:46,43.81452658831108,2,3
139.16,0,2019-12-10 02:11:41,96.79439626877591,2,2
15.12,0,2019-08-22 23:11:14,64.83297779627426,4,4
67.0,0,2019-10-06 02:03:03,91.42780330092286,7,2
58.38,0,2019-02-04 19:19:50,76.43757880138354,1,2
87.36,0,2020-02-12 13:41:53,88.26064630628183,3,3
8.94,0,2019-11-15 12:37:29,94.86019142468172,5,3
292.39,0,2019-05-11 17:50:03,117.5333307592173,6,2
176.72,0,2019-07-29 22:10:46,105.14158792036706,1,5
2.3,0,2020-05-24 17:56:44,76.91471862461185,7,5
120.46,0,2019-02-16 15:55:18,97.12069891317162,6,3
32.41,0,2020-06-02 20:35:42,82.69408656196872,2,1
87.86,0,2019-11-18 11:11:55,106.57777050513866,1,4
141.63,0,2019-02-07 10:09:21,62.282124686356546,4,2
65.39,0,2019-03-17 18:05:30,82.57117789005294,7,4
66.78,0,2019-08-17 10:02:35,43.101521833364345,6,3
124.12,0,2019-03-30 14:44:52,105.85360403999196,6,5
4.95,0,2020-06-08 21:30:10,20.32021324308263,1,2
87.96,0,2019-12-21 16:07:15,67.2960315393415,6,3
192.58,0,2020-05-02 23:54:24,60.975089212361674,6,1
14.95,0,2019-07-09 20:47:31,115.12861175094544,2,2
1.99,0,2019-03-31 17:54:44,59.72179897348933,7,6
58.48,0,2019-09-29 10:10:52,50.352619168986095,7,5
55.77,0,2019-12-06 09:36:17,63.30265625782145,5,1
42.17,0,2019-11-10 21:31:54,65.45810213080159,7,3
78.37,0,2020-02-07 16:00:25,65.08767816010139,5,2
4.89,0,2020-01-16 00:49:51,56.92188089891732,4,3
132.2,0,2019-10-03 16:13:21,90.8913080607375,4,1
2.37,0,2019-06-16 12:12:23,106.11451071379452,7,4
5.43,0,2020-03-03 16:03:57,11.96598513891738,2,1
9.1,0,2020-03-28 15:23:46,82.52558929912162,6,4
8.7,0,2019-12-08 22:31:31,74.15078447187278,7,2
85.81,0,2019-02-08 01:13:55,121.40966418549647,5,2
86.55,0,2019-12-21 15:01:56,56.70563972947249,6,3
7.83,0,2019-06-21 19:46:40,51.10683113629929,5,4
6.4,0,2019-07-14 16:14:54,108.82002939323743,7,3
154.68,0,2019-11-08 23:43:40,61.265703134249016,5,2
73.97,0,2019-12-05 10:45:35,55.35712465881465,4,1
8.71,0,2019-12-28 15:29:36,61.87116517438788,6,4
329.38,0,2019-07-29 04:04:28,60.5206094501836,1,5
100.47,0,2020-04-27 04:55:05,73.42949448582078,1,5
24.41,0,2019-07-18 20:03:26,93.39381730671876,4,3
224.93,0,2019-10-25 12:08:19,113.96331365007651,5,4
27.75,0,2020-04-06 15:19:01,69.95817276690508,1,2
142.58,0,2019-12-19 22:20:49,97.37209100652339,4,3
50.17,0,2019-05-23 23:52:04,101.95964435339492,4,4
75.3,0,2019-03-16 15:59:15,68.74784803974111,6,3
3.92,0,2019-03-01 18:34:47,92.82518515003355,5,1
59.39,0,2019-02-01 12:01:55,52.37115838203962,5,1
9.6,0,2020-03-06 01:22:42,97.74254261494005,5,1
67.95,0,2019-12-07 15:16:14,78.27150028469191,6,1
36.59,0,2020-05-23 16:36:14,78.1403406231517,6,4
71.15,0,2019-12-13 00:02:17,116.70409159675351,5,2
148.71,0,2019-01-26 05:02:51,59.70043475720336,6,4
88.02,0,2019-01-03 07:07:55,103.55357087898382,4,1
268.85,0,2019-09-02 04:35:59,79.79571813813195,1,1
3.14,0,2020-04-02 23:51:11,76.67359408863607,4,1
52.29,0,2019-03-10 08:26:48,91.10151394655698,7,3
239.03,0,2019-07-17 08:21:26,51.77393876214881,3,3
73.5,0,2020-06-01 08:27:27,61.24365947860167,1,1
8.37,0,2020-01-24 15:44:36,67.27984239909169,5,4
90.54,0,2019-04-19 14:01:45,17.781707336871428,5,3
39.88,0,2020-03-09 03:38:44,114.02276708413213,1,2
106.89,0,2019-12-22 06:03:43,54.73779141700793,7,4
51.4,0,2019-10-21 13:36:22,102.47989162244507,1,4
86.27,0,2019-12-28 22:33:57,123.6048548837898,6,4
150.29,0,2020-06-09 12:51:59,80.50296280750653,2,2
112.35,0,2019-09-21 23:51:29,89.685088752734,6,3
8.59,0,2019-11-10 23:07:56,64.60022651151927,7,3
102.77,0,2020-06-16 04:22:13,99.87285064896095,2,3
9.8,0,2019-10-26 23:51:50,102.60469033556575,6,4
46.41,0,2019-03-22 10:34:36,79.6052220545687,5,4
5.62,0,2020-01-11 13:31:11,90.36511905315851,6,2
9.01,0,2019-01-14 10:12:26,69.47922637906736,1,3
15.4,0,2020-02-11 21:21:01,54.56771562155082,2,3
17.37,0,2020-02-11 11:46:55,78.22303740650736,2,3
9.7,0,2019-12-10 18:40:17,42.23878391906358,2,2
60.29,0,2019-03-18 18:06:57,119.77776411196128,1,4
35.39,0,2020-03-15 03:47:55,102.87115911239285,7,3
209.44,0,2020-04-14 10:06:30,77.76646241028456,2,3
60.47,0,2019-01-28 07:28:57,94.91717132011584,1,5
52.09,0,2019-09-26 10:40:43,63.477332565979296,4,4
131.3,0,2019-03-25 23:24:18,71.55172027237154,1,5
107.79,0,2019-08-06 16:58:25,66.69123483626592,2,2
19.38,0,2019-12-24 20:20:51,23.021579278271595,2,4
19.18,0,2019-11-06 16:23:11,91.22537804456705,3,2
2.48,0,2019-05-27 08:53:22,44.978866697303296,1,5
7.88,0,2019-06-29 13:00:18,85.49286535502199,6,5
202.66,0,2020-04-29 19:37:24,100.5371861024711,3,5
30.94,0,2019-08-03 12:37:33,47.86120182705164,6,1
174.97,0,2019-02-28 13:23:04,43.273270827035866,4,5
37.31,0,2019-03-03 16:05:26,98.32251048624892,7,2
1.99,0,2020-02-09 12:46:49,75.09321721903947,7,3
411.12,0,2019-11-03 16:57:57,76.04982546543549,7,2
39.84,0,2019-06-24 00:30:07,116.71925130030681,1,5
89.7,0,2019-12-21 15:50:28,109.33856310479464,6,3
13.01,0,2019-02-01 05:54:14,41.37147830614672,5,1
7.87,0,2020-03-10 23:31:29,100.50850140007176,2,2
16.24,0,2020-05-04 14:55:05,85.96874738742177,1,2
5.23,0,2019-06-01 14:36:45,54.89300524867671,6,1
75.88,0,2020-06-05 16:28:31,38.1516260628404,5,1
25.61,0,2019-12-11 12:40:41,72.01408070051711,3,2
6.97,0,2020-01-29 22:55:26,74.11936689976403,3,5
9.18,0,2019-03-20 13:01:57,58.7180924323223,3,4
215.78,0,2020-06-02 16:50:35,91.60959597898439,2,1
9.78,0,2020-06-21 01:52:00,38.965992203425465,7,4
26.88,0,2019-05-23 14:59:09,129.578236110199,4,4
6.01,0,2019-01-11 11:54:29,108.80653058906583,5,2
25.92,0,2020-02-20 19:00:36,75.65940940258221,4,4
34.67,0,2019-05-18 05:10:54,85.91818289104994,6,3
19.64,0,2019-11-12 04:37:36,14.595015264343166,2,3
4.02,0,2019-06-04 17:54:43,70.81927311168688,2,2
5.71,0,2019-09-14 17:42:58,75.36051599886605,6,2
2.31,0,2019-08-25 22:16:11,95.45630923353889,7,5
63.92,0,2019-09-27 23:01:05,91.67741915969262,5,4
190.5,0,2019-12-25 01:19:39,71.72882902728334,3,4
89.78,0,2019-10-06 18:59:38,111.1569076834155,7,2
7.37,0,2020-03-02 21:26:59,54.53615121720237,1,1
46.47,0,2019-07-25 16:22:02,137.96540059532296,4,4
78.47,0,2019-12-18 02:44:39,59.542890007104965,3,3
75.42,0,2019-12-23 13:41:02,103.30514512351665,1,4
75.67,0,2019-07-10 12:40:49,20.427900390632267,3,2
21.22,0,2019-02-07 14:18:01,118.3560877436876,4,2
55.09,0,2019-06-25 17:46:19,100.87221473184592,2,5
26.23,0,2019-01-06 19:28:30,42.17924805081777,7,2
101.83,0,2020-06-07 02:53:40,41.55244303565979,7,2
102.63,0,2019-09-17 08:22:07,53.14708765833284,2,3
26.95,0,2019-06-08 13:42:42,117.53358315897673,6,2
8.76,0,2019-08-25 22:15:55,79.11425829888884,7,5
5.78,0,2019-10-24 15:11:12,126.71801826213341,4,4
64.38,0,2019-06-07 05:56:29,78.80585319349109,5,2
95.81,0,2020-04-18 17:24:36,96.31484511095906,6,3
43.64,0,2020-02-12 15:05:29,36.30061068397728,3,3
40.08,0,2019-01-23 12:56:40,102.29191290059596,3,4
149.98,0,2019-10-01 05:11:17,18.159751423898708,2,1
5.47,0,2019-10-21 15:40:29,58.12888700461618,1,4
80.49,0,2020-03-30 04:02:00,104.15773668841891,1,5
4.31,0,2019-02-23 13:37:54,71.43437117562358,6,4
9.56,0,2020-03-10 13:35:59,30.422499462372954,2,2
74.42,0,2019-09-09 11:58:23,19.996834988653248,1,2
97.63,0,2019-05-16 06:47:03,95.77760584984965,4,3
35.18,0,2020-04-25 22:58:15,104.6304120547489,6,4
4.66,0,2019-06-23 13:20:58,85.07647742173017,7,5
9.19,0,2019-06-08 12:51:22,21.74184733313028,6,2
174.28,0,2019-09-18 13:58:19,80.83582021583574,3,3
62.27,0,2020-04-09 15:11:32,122.47207490199021,4,2
32.13,0,2020-05-07 22:51:20,72.34638243466817,4,2
65.68,0,2020-06-09 11:59:45,72.84569030795022,2,2
7.28,0,2020-03-02 17:43:22,111.25327548095703,1,1
74.82,0,2020-02-21 21:37:48,55.13504925842077,5,4
88.94,0,2019-02-27 23:52:51,67.08694479689525,3,5
29.48,0,2019-12-09 18:20:37,92.2968203552834,1,2
193.94,0,2020-01-25 07:42:02,58.503381064893624,6,4
7.57,0,2019-12-29 16:38:16,95.98308381248624,7,5
9.19,0,2019-06-10 23:07:05,38.183211379070876,1,3
71.14,0,2019-10-06 18:08:37,71.21675725001548,7,2
102.31,0,2019-09-14 09:34:12,65.70929412470291,6,2
158.36,0,2020-01-13 07:46:31,100.5277192693922,1,3
34.95,0,2020-05-24 23:49:57,82.45982549876099,7,5
93.35,0,2019-03-27 07:53:12,53.43167409768287,3,5
109.12,0,2019-01-09 19:29:59,74.60289720588156,3,2
105.16,0,2019-12-13 07:38:11,62.904876530775354,5,2
7.18,0,2020-04-05 15:45:33,101.74299358580991,7,2
7.91,0,2020-04-03 18:54:45,90.50955115798249,5,1
88.04,0,2020-03-17 17:05:23,72.06249556793638,2,3
21.39,0,2019-01-01 22:00:42,27.200844626593554,2,1
80.6,0,2019-08-26 01:57:49,107.10727119858213,1,5
62.41,0,2019-07-20 03:45:21,104.43687729771572,6,3
37.78,0,2019-01-18 08:02:41,72.08359208840234,5,3
173.25,0,2020-02-23 15:07:21,57.73808947171105,7,5
77.47,0,2019-08-08 03:53:14,54.4551926241894,4,2
102.46,0,2020-05-13 06:32:28,74.48395815724939,3,3
70.93,0,2019-07-11 08:22:14,65.7382438773618,4,2
57.68,0,2019-10-04 04:04:49,46.813597489986066,5,1
245.53,0,2019-04-05 15:01:34,84.6392847052492,5,1
110.54,0,2020-05-12 08:27:18,71.90427660889897,2,3
15.8,0,2019-04-09 18:52:17,96.25350458726903,2,2
100.52,0,2019-12-01 00:46:02,81.66380465631217,7,1
80.09,0,2019-06-12 14:01:46,30.805611436189384,3,3
64.99,0,2019-12-16 18:11:59,82.64684632369833,1,3
7.75,0,2019-03-12 09:05:36,72.16327615708974,2,3
362.81,0,2019-04-27 12:09:31,109.68852084903959,6,4
79.65,0,2019-10-31 03:37:54,68.54260828991517,4,5
42.63,0,2019-06-07 13:07:45,98.23270026603666,5,2
32.15,0,2019-12-14 07:26:07,95.57953785875652,6,2
55.31,0,2019-08-23 05:45:36,20.827593671410067,5,4
92.17,0,2020-03-23 07:57:12,48.946311419129046,1,4
103.93,0,2019-12-28 17:30:35,106.78684234479634,6,4
1.35,0,2020-04-06 12:28:08,95.88425693505846,1,2
1.95,0,2019-04-22 18:20:26,36.90434571583635,1,4
60.43,0,2019-12-20 20:33:43,93.18294368341266,5,3
6.9,0,2019-12-22 04:25:01,34.820065310455675,7,4
141.6,0,2019-06-23 17:47:54,98.41407353029658,7,5
39.65,0,2019-06-13 11:08:58,42.48708470418119,4,3
24.85,0,2019-07-13 12:38:53,77.85264855819968,6,2
8642.55,0,2019-11-25 23:38:07,89.30040246930433,1,5
53.08,0,2019-05-01 14:21:40,81.04825492968372,3,1
35.31,0,2019-04-28 13:01:41,39.18904883413702,7,5
6.81,0,2020-06-20 15:11:25,73.90269566352853,6,3
8.38,0,2019-02-08 23:28:04,58.094719608300615,5,2
49.8,0,2019-05-14 04:02:33,83.87871154939991,2,3
22.16,0,2020-05-17 13:19:35,86.4226473489002,7,4
46.55,0,2019-06-02 06:08:30,58.53189227253184,7,2
65.55,0,2020-02-16 16:24:30,102.50412185490688,7,4
11.12,0,2019-04-21 18:30:44,64.9802138923815,7,4
405.27,0,2020-02-20 20:58:00,35.515150003730405,4,4
19.4,0,2019-12-27 18:31:03,77.03263560536705,5,4
79.97,0,2019-12-13 15:21:03,90.7663483915149,5,2
35.58,0,2019-01-15 20:34:45,48.8538757223768,2,3
2.6,0,2019-12-24 14:13:39,98.2480512499815,2,4
2.28,0,2019-04-08 11:27:19,50.33586094202159,1,2
4.72,0,2019-09-23 15:24:30,45.30783391218604,1,4
67.85,0,2020-05-27 17:17:39,127.77115160862945,3,5
4.91,0,2019-12-12 22:42:52,98.46878469037861,4,2
7.24,0,2019-08-19 15:08:07,43.13256090852845,1,4
502.15,0,2019-03-27 14:57:32,53.710662551222,3,5
35.48,0,2019-03-21 08:42:14,110.28597308350781,4,4
57.53,0,2019-10-26 11:13:49,63.91914508321066,6,4
7.4,0,2019-03-09 20:30:55,85.95787289803778,6,2
57.33,0,2019-09-14 10:05:37,69.42223538880796,6,2
1.85,0,2019-02-18 09:39:13,124.87840989155801,1,4
7.22,0,2019-11-09 18:23:54,80.3344576335808,6,2
6.08,0,2020-04-21 05:18:31,75.32651056686507,2,4
46.85,0,2019-04-06 11:23:52,91.67206177919014,6,1
9.68,0,2019-06-12 21:19:22,38.69977994886253,3,3
73.9,0,2020-05-12 17:03:42,75.08194570718261,2,3
62.55,0,2019-05-03 16:07:45,49.15966296160017,5,1
70.21,0,2019-06-24 16:15:25,103.96904901758619,1,5
1.59,0,2019-11-17 03:40:22,82.53562148168525,7,4
83.61,0,2019-03-09 15:08:13,100.4684466596511,6,2
853.59,1,2019-12-02 23:48:25,45.38135817575257,1,1
7.25,0,2019-07-23 10:51:11,97.7113900864655,2,4
115.46,0,2019-03-17 15:04:51,81.28671066602037,7,4
43.43,0,2020-01-26 23:55:55,25.465721075533825,7,5
370.57,0,2019-01-08 04:21:30,54.099443020526344,2,2
6.52,0,2019-06-11 17:25:50,132.64475298318158,2,3
131.2,0,2019-03-24 04:10:34,43.08783794970351,7,5
108.18,0,2019-09-27 05:40:08,107.49125143161648,5,4
50.49,0,2019-06-30 19:21:29,57.53292629257434,7,6
3.29,0,2019-09-07 16:41:05,91.15884498911161,6,1
27.75,0,2020-04-16 10:31:20,109.45285379292439,4,3
4.61,0,2019-12-06 17:50:32,56.58259202490419,5,1
70.43,0,2019-08-30 23:50:04,108.02259312006197,5,5
71.18,0,2019-07-15 16:47:51,104.38357761018192,1,3
3.34,0,2020-03-08 13:22:01,96.21769076750397,7,2
179.46,0,2019-07-26 05:37:59,35.365746837025924,5,4
42.37,0,2019-03-31 00:32:54,117.87631762317665,7,6
4.28,0,2019-12-08 16:56:51,21.31901928913505,7,2
90.23,0,2019-04-26 03:31:14,67.6165021958397,5,4
73.13,0,2019-07-24 02:19:45,64.15564609649802,3,4
35.62,0,2019-12-15 16:52:16,105.31240918716061,7,3
105.86,0,2019-12-23 07:17:35,122.97048120563483,1,4
125.09,0,2019-08-29 01:21:48,111.17799503159715,4,5
71.96,0,2020-01-07 15:32:41,61.95580404507258,2,2
63.42,0,2019-12-19 05:05:46,117.96193024477998,4,3
61.03,0,2020-06-01 21:03:35,30.332378897855232,1,1
49.95,0,2019-03-22 23:40:35,80.64389230142913,5,4
43.52,0,2019-12-16 06:00:14,78.7778255985235,1,3
5.01,0,2020-02-19 22:28:29,104.50653455954102,3,4
21.53,0,2019-04-01 13:38:01,83.23030925008439,1,1
37.05,0,2020-02-02 01:02:09,82.72760296858141,7,2
67.99,0,2019-01-12 04:12:43,121.32571110327882,6,2
5.52,0,2019-07-22 19:49:51,45.99683900249317,1,4
25.41,0,2019-12-02 17:13:08,31.04438886221727,1,1
5.23,0,2019-12-09 20:49:24,50.175368905673295,1,2
3.95,0,2019-06-26 23:37:21,30.529562506605515,3,5
3.82,0,2019-09-21 09:50:54,38.8580996062288,6,3
38.92,0,2019-03-05 06:10:55,53.4232706791632,2,2
6.63,0,2020-03-02 14:05:45,69.24821793570487,1,1
73.97,0,2019-04-06 11:27:00,59.03090701997376,6,1
50.37,0,2020-04-17 20:11:35,116.52509023831705,5,3
14.77,0,2019-09-30 18:54:57,62.064476175684156,1,5
42.6,0,2019-01-15 15:40:59,55.81853986443266,2,3
92.52,0,2019-09-16 11:08:57,102.7464766685079,1,3
48.83,0,2019-03-11 22:03:56,88.55139313273703,1,3
1.83,0,2019-12-29 13:41:13,94.1626724814716,7,5
87.93,0,2019-12-16 07:08:51,64.67637531633775,1,3
20.48,0,2019-05-26 20:01:40,73.63532933161115,7,5
7.5,0,2019-04-29 06:33:01,106.13798857343895,1,5
7.81,0,2020-02-06 12:51:35,82.24150730296505,4,2
52.19,0,2019-03-25 04:24:35,70.9874896624135,1,5
18.34,1,2019-08-24 22:35:16,126.8840996641444,6,4
42.22,0,2020-05-31 08:02:34,51.28334122238417,7,6
207.21,0,2019-02-03 22:37:50,104.17346942363977,7,2
2.86,0,2019-05-10 07:30:10,56.29086151552655,5,2
111.5,0,2019-04-02 19:05:33,53.9797884371825,2,1
87.76,0,2019-05-05 22:10:59,87.39694394223571,7,2
3.04,0,2019-01-16 10:23:04,76.08281358482463,3,3
52.65,0,2019-11-03 12:14:00,68.5485392916553,7,2
3.73,0,2019-10-10 07:38:03,36.02361929207194,4,2
57.6,0,2020-04-06 08:00:57,95.0113315622213,1,2
6.24,0,2019-12-26 23:32:04,77.93244598663348,4,4
19.03,0,2020-04-19 22:32:47,63.88443493968673,7,4
9.03,0,2020-02-24 22:20:10,92.94733642604959,1,5
160.99,0,2019-02-28 11:25:20,54.0716824745568,4,5
14.05,0,2019-12-08 12:32:05,69.35033288037806,7,2
38.94,0,2019-03-03 23:39:47,78.67111511620237,7,2
2.61,0,2019-11-13 17:58:52,86.32372088366077,3,3
5.28,0,2019-08-25 20:03:51,46.591298185038674,7,5
7.42,0,2019-02-12 10:22:02,62.10374903723072,2,3
50.89,0,2020-04-16 04:55:30,64.00652743554534,4,3
61.34,0,2019-08-17 14:08:22,88.22196514378044,6,3
114.15,0,2019-07-24 17:12:53,94.98413141113656,3,4
66.05,0,2019-02-18 20:09:50,111.60907121394409,1,4
4.13,0,2019-12-09 20:02:03,110.52815126878028,1,2
41.8,0,2019-12-08 16:49:43,100.5800036626733,7,2
1.16,0,2019-06-10 19:11:44,86.28332607359181,1,3
7.56,0,2019-07-22 18:11:40,60.85526492880519,1,4
177.73,0,2019-04-19 16:24:39,104.19242573443081,5,3
91.2,0,2020-01-03 08:51:03,91.26301925299137,5,1
48.39,0,2019-12-15 07:01:15,59.38365204311526,7,3
61.15,0,2019-03-24 09:18:26,101.72753277337357,7,5
207.21,0,2019-12-08 17:06:16,103.7419277761581,7,2
83.79,0,2019-12-21 09:00:03,73.92958435106317,6,3
9.88,0,2020-03-18 09:32:35,42.1841741502093,3,3
91.46,0,2019-04-27 20:15:32,114.10465524135697,6,4
65.0,0,2019-05-20 06:19:58,110.00100865800901,1,4
9.8,0,2020-05-18 12:22:34,41.93140573460252,1,4
6.97,0,2019-10-29 23:17:48,74.8595774550196,2,5
30.93,0,2019-10-07 20:52:13,94.08802817260319,1,2
6.63,0,2019-12-03 19:37:15,18.538480435105384,2,1
56.96,0,2019-02-18 18:31:00,39.087546498453804,1,4
41.84,0,2019-10-13 18:06:18,113.2392940098955,7,3
77.92,0,2019-05-13 00:41:37,27.789655366055204,1,3
23.19,0,2019-10-03 04:26:20,42.64850207861696,4,1
59.19,0,2019-03-15 20:04:12,65.97849366468199,5,3
73.37,0,2020-03-19 11:30:38,73.2407853321136,4,3
4.91,0,2019-08-02 19:52:20,73.7612380247649,5,1
66.84,0,2020-03-09 02:40:21,32.84412171512145,1,2
34.31,0,2019-08-30 07:14:19,50.93880279145972,5,5
49.91,0,2019-10-11 15:44:00,33.10883339219389,5,2
63.41,0,2019-09-09 09:09:40,114.67921553080828,1,2
3.18,0,2019-08-10 13:42:02,109.30152070327175,6,2
41.94,0,2019-04-28 07:46:58,33.18296225262469,7,5
2.86,0,2019-05-19 15:59:00,92.20932852883836,7,4
80.52,0,2019-08-17 23:36:35,76.16197363002951,6,3
138.54,0,2019-05-07 17:06:04,41.551780278616945,2,2
2.35,0,2020-04-18 09:17:25,60.66490998887803,6,3
6.7,0,2019-09-08 17:04:33,85.9074804374541,7,2
4.93,0,2020-05-01 18:25:20,59.68985551920464,5,1
47.44,0,2020-06-19 06:42:43,72.95512465818766,5,3
47.86,0,2019-07-14 05:50:44,94.39112275293662,7,3
110.73,0,2019-08-22 18:53:19,12.27760725749631,4,4
17.7,0,2019-12-30 12:20:19,58.75241960741825,1,5
5.64,0,2019-05-03 16:56:43,40.39106693160006,5,1
6.63,0,2019-04-01 02:15:15,78.8849712710505,1,1
74.59,0,2020-03-12 10:13:37,110.4315957525821,4,2
146.68,0,2019-09-06 17:58:48,109.46896697174428,5,1
15.24,0,2019-03-04 23:45:37,60.80321868187184,1,2
8.64,0,2019-01-22 05:05:04,54.40320129022112,2,4
58.92,0,2020-06-15 04:43:24,113.84267803642061,1,3
39.37,0,2019-01-10 15:45:16,84.38672019200024,4,2
4.28,0,2019-07-24 12:19:06,122.93773653450175,3,4
77.54,0,2019-01-31 18:59:39,122.73231420168176,4,5
102.62,0,2020-04-18 08:07:35,104.1582370978209,6,3
55.65,0,2019-04-22 05:27:05,71.8570525973098,1,4
33.63,0,2019-07-08 15:23:57,66.27966679475435,1,2
2.9,0,2020-04-17 21:40:34,89.85984782610142,5,3
10.26,0,2019-04-07 19:38:56,81.755142455527,7,2
149.6,0,2019-08-30 21:57:21,34.142351714234294,5,5
6.82,0,2019-11-30 18:43:51,105.10556366937934,6,5
2.85,0,2019-11-10 12:08:35,65.97786751336345,7,3
6.03,0,2019-12-24 22:14:32,19.6860792370078,2,4
78.47,0,2019-02-21 15:18:38,55.863346470990116,4,4
2.5,0,2020-01-09 14:13:39,52.5193811385746,4,2
9.04,0,2019-02-15 02:00:58,94.12285657821046,5,3
39.95,0,2019-04-22 20:05:39,21.054669627428062,1,4
110.07,0,2019-03-17 16:59:15,96.55505152523646,7,4
1.96,0,2019-09-26 12:09:30,81.87385764118562,4,4
78.73,0,2019-10-23 22:30:42,68.09356297595157,3,4
2.48,0,2019-04-01 16:44:29,42.33162763533385,1,1
2.95,0,2019-03-11 23:37:18,46.239924009636624,1,3
100.54,0,2019-08-09 02:52:37,73.87332828852793,5,2
50.38,0,2019-12-26 15:23:14,101.89468965122948,4,4
35.69,0,2019-12-09 11:24:51,115.95704956209218,1,2
4.28,0,2020-01-04 20:12:18,44.73449654724018,6,1
103.64,0,2019-02-18 17:52:41,74.15260670371384,1,4
54.38,0,2019-05-18 16:25:49,124.92699131602569,6,3
58.28,0,2019-05-10 15:46:40,32.82817232018226,5,2
6.09,0,2020-03-24 13:49:51,63.737249263841335,2,4
91.17,0,2019-08-14 01:15:49,64.14444757222601,3,3
199.36,0,2019-06-30 19:34:57,57.40241116712486,7,6
23.45,0,2019-06-05 14:12:41,103.33847237041931,3,2
2.96,0,2019-05-04 23:29:10,90.88952796461247,6,1
53.45,0,2019-04-18 14:51:55,35.75924647342298,4,3
48.95,0,2019-09-05 21:14:08,12.50305789400743,4,1
21.85,0,2019-04-12 22:09:33,24.91227160023567,5,2
2.11,0,2019-11-30 09:21:01,28.77490824449853,6,5
1.17,0,2019-05-18 18:21:33,38.98549938193123,6,3
30.01,0,2019-09-01 06:52:41,98.16498639115389,7,1
3.49,0,2019-05-19 20:50:15,58.64950779578767,7,4
66.26,0,2020-03-15 01:43:48,82.11890018884446,7,3
8.23,0,2019-05-21 19:58:15,100.37915407184981,2,4
130.84,0,2019-06-28 20:16:21,108.25736852769515,5,5
49.46,0,2020-03-02 22:45:35,106.10061231107889,1,1
73.49,0,2019-09-07 08:06:25,89.41712631922655,6,1
6.74,0,2019-07-27 10:10:49,106.04228592714941,6,4
3.66,0,2019-12-15 22:29:43,78.22125571733646,7,3
168.44,0,2020-05-12 04:52:45,61.108350818875586,2,3
89.54,0,2019-08-31 04:48:34,34.092337615789766,6,5
37.7,0,2020-05-21 03:40:56,101.02808079508122,4,4
3.63,0,2019-08-02 06:36:20,40.95996319467956,5,1
31.06,0,2019-11-11 09:18:35,79.23160179100168,1,3
122.65,0,2020-04-18 02:26:38,33.67864101224543,6,3
309.49,1,2019-09-13 02:48:27,57.44828078023948,5,2
73.33,0,2019-12-30 20:25:37,50.4698098628929,1,5
6.27,0,2019-06-25 13:41:06,119.34023409354808,2,5
89.59,0,2019-04-29 02:41:45,47.780057357449124,1,5
25.73,0,2019-07-13 23:31:36,77.27230804547216,6,2
14.11,0,2019-10-28 15:45:30,91.9685666970833,1,5
103.68,0,2019-02-24 06:47:29,87.2544704272101,7,5
71.14,0,2019-02-12 13:39:45,69.3028541297898,2,3
60.44,0,2019-07-10 08:06:37,20.75698602014721,3,2
84.42,0,2020-06-16 21:46:28,70.65722379829427,2,3
20.29,0,2019-09-21 02:03:47,64.02750042064828,6,3
55.73,0,2019-08-06 04:59:17,110.20438962553702,2,2
76.53,0,2020-05-17 02:05:02,12.84150214949937,7,4
8.73,0,2020-06-08 19:02:35,86.52807480420131,1,2
